,Mouse|12,Mouse|cycling,Mouse|immature_CD24_GD,Mouse|post_selection,Mouse|signaling,Mouse|transition,Mouse|typeI,Mouse|typeII,Mouse|typeIII,human|GDT_thymus_c0,human|GDT_thymus_c1,human|GDT_thymus_c2,human|GDT_thymus_c3,human|GDT_thymus_c4,human|GDT_thymus_c5,human|GDT_thymus_c6,human|GDT_thymus_c7,human|MAIT_thymus_c0,human|MAIT_thymus_c1,human|MAIT_thymus_c2,human|MAIT_thymus_c3,human|MAIT_thymus_c4,human|MAIT_thymus_c5,human|MAIT_thymus_c6,human|iNKT_thymus_c0,human|iNKT_thymus_c1,human|iNKT_thymus_c2,human|iNKT_thymus_c3,human|iNKT_thymus_c4,human|iNKT_thymus_c5,human|iNKT_thymus_c6
human|GDT_thymus_c1,0.7939951264489291,0.4548700916796816,0.8555169452143647,0.8773651210890135,0.3989460411035343,0.4187797156548943,0.3610218310969725,0.380642472694913,0.5671970309095331,0.5684001795145095,0.9517041140387358,0.8051052881736513,0.6545799650324142,0.6345278730140704,0.8376421017090225,0.7702879168768528,0.5874316533503876,0.47639823063180153,0.23496121375663492,0.3654295622955844,0.17398378557928718,0.3829425175842176,0.34134718899354904,0.3760381042302897,0.24455763898301774,0.2646012127892162,0.40998636486284307,0.22781378418914577,0.530578868035785,0.43616576210507485,0.4257288478198443
human|GDT_thymus_c2,0.5532938416727564,0.8243281266968361,0.9409937563261306,0.7203536983530479,0.5214686915706926,0.7949746976528521,0.07186189787108282,0.5060315349341082,0.603732608628605,0.5698574343387965,0.8051052881736513,0.9774750473093605,0.9245413464325656,0.9488152135654961,0.8634681934001325,0.7417675222784923,0.2810518775840206,0.41114787808761677,0.6846549327483527,0.3163273452514809,0.3474892580436992,0.17639927421914697,0.18144232319481715,0.17657472301557586,0.7152245705583689,0.4355825823442525,0.2279669842971987,0.23315151575281656,0.47324001755499656,0.10043058691075843,0.11603650228878873
human|GDT_thymus_c3,0.44753357806952876,0.8924044451992917,0.7779092875124849,0.5064656653243472,0.4152912512904956,0.8914403105869775,0.11680624945153284,0.7267385641083102,0.6434649822081515,0.3066064771127717,0.6545799650324142,0.9245413464325656,0.9874519345742666,0.9383602491448196,0.8957590930801995,0.8114645288412241,0.4488957698881587,0.1847212135947342,0.7484601252488486,0.18287438705190492,0.5788045993322505,0.21192756837242227,0.18352538075788805,0.3450480788172161,0.7585955364023443,0.37385876573528654,0.2280151016076114,0.20903219004892226,0.582972326952099,0.1717594624580096,0.22533076509587757
human|GDT_thymus_c4,0.21388777545189136,0.9879622591996805,0.8399231832718865,0.3899216029027078,0.5702111935811118,0.9351894095411084,0.06223923739028109,0.3574448530340386,0.5296685651881952,0.6671484908269449,0.6345278730140704,0.9488152135654961,0.9383602491448196,0.99929193822445,0.7710326718340379,0.6073388418480306,0.22211447191591585,0.5140013234986283,0.7988692073773972,0.34637915341563297,0.46911289102583137,0.18415184415253097,0.17656620321408065,0.2007853414791656,0.8086791166072262,0.483578338568075,0.27077876368373777,0.2509081389064365,0.40383596945078293,0.09744605825833899,0.11604986501729533
human|GDT_thymus_c5,0.769997082411717,0.6719845908129773,0.8095566453078147,0.7472761362722161,0.27383320363349295,0.6501556828367394,0.30928531433828244,0.5119493105886834,0.639774392137927,0.3164925936398695,0.8376421017090225,0.8634681934001325,0.8957590930801995,0.7710326718340379,0.9531339925559691,0.8904792262560646,0.6408278279614859,0.22101606994660272,0.4336192337343685,0.19425517192228567,0.292382488322759,0.2918451069049457,0.26785531691963305,0.4714891611230039,0.45292868833020195,0.2231934571813752,0.26808433865992864,0.19242696133715337,0.6301313507141646,0.35069674193390904,0.41516356385072484
human|GDT_thymus_c6,0.7933698403144911,0.4881815170953315,0.6224395481640261,0.7041621758075176,0.15044652604658426,0.5358963721882912,0.5341102595404672,0.6155635263377885,0.5436678165160126,0.2389830146399732,0.7702879168768528,0.7417675222784923,0.8114645288412241,0.6073388418480306,0.8904792262560646,0.9746159741831383,0.7914898161861357,0.18611709737086513,0.2856350673531932,0.1275004996331225,0.2641891558371097,0.3074766792504916,0.42073689396364994,0.688009763276065,0.30153781823179115,0.16721557056986291,0.3591870726820847,0.4944547553839706,0.7275662030293253,0.6250770647389758,0.6837618428826793
human|GDT_thymus_c7,0.8038317024266503,0.20121103627032455,0.20388441536404325,0.27928361171101956,0.04954016703997653,0.2965754535968615,0.9465423771036285,0.49711391975551034,0.6320172364852228,0.2393309507975822,0.5874316533503876,0.2810518775840206,0.4488957698881587,0.22211447191591585,0.6408278279614859,0.7914898161861357,0.9925610002912415,0.2108728223441167,0.15423297502691885,0.15068608576150044,0.28926617975660707,0.37129992130748435,0.32318324732536463,0.8825386409396316,0.1480665060677562,0.20757918662031893,0.5313726689585978,0.46587312299788186,0.8124799687518274,0.9005848088589692,0.9416049874132226
human|MAIT_thymus_c0,0.5422155667187846,0.35472697795486774,0.6392190710754082,0.473037905250123,0.7916915169895067,0.24144378345549655,0.4974947782773578,0.308316069913388,0.4576065957025179,0.9823531877203932,0.47639823063180153,0.41114787808761677,0.1847212135947342,0.5140013234986283,0.22101606994660272,0.18611709737086513,0.2108728223441167,0.9955762372841029,0.8608894920536965,0.8745570671654928,0.5986748894160516,0.5166707794766108,0.6661435207744884,0.36202821290557774,0.7895621544975127,0.49874214149102913,0.29249561084015996,0.4172218497357226,0.17311569098600701,0.30061460066165047,0.3146676525761102
human|MAIT_thymus_c1,0.2925329563059087,0.7527284178113072,0.548062612809868,0.3058738036146855,0.9076757647836677,0.7028416379095863,0.238675621129109,0.5374984895055505,0.2919970906894797,0.8547159141462599,0.23496121375663492,0.6846549327483527,0.7484601252488486,0.7988692073773972,0.4336192337343685,0.2856350673531932,0.15423297502691885,0.8608894920536965,0.9868668113954905,0.7114808884674864,0.8113548486249551,0.38457399116052043,0.46260681415467386,0.28828302686360296,0.9556273177852447,0.6274989175586404,0.2217605220006994,0.3568038358089526,0.1875112203728645,0.14834494791022312,0.18222024864777292
human|MAIT_thymus_c2,0.3632894584084224,0.4034684734356139,0.495871739455111,0.4338004784406644,0.8880187148545182,0.3321223152454815,0.5055574286607822,0.3653114444060911,0.2939192988059763,0.8270321565850436,0.3654295622955844,0.3163273452514809,0.18287438705190492,0.34637915341563297,0.19425517192228567,0.1275004996331225,0.15068608576150044,0.8745570671654928,0.7114808884674864,0.9399303487824453,0.7042690183535657,0.6913354515538201,0.766919639706209,0.3026369408112741,0.6707572172746707,0.7280936943971132,0.5030339829452908,0.6178706141413044,0.18755895336482015,0.2450502752425921,0.2552109473781766
human|MAIT_thymus_c3,0.30132965558744246,0.5990405841045776,0.31396782583307586,0.278751020691825,0.7692467098346516,0.6536256274744721,0.43292239919474335,0.6350402592745485,0.30778886518343135,0.5056325913754447,0.17398378557928718,0.3474892580436992,0.5788045993322505,0.46911289102583137,0.292382488322759,0.2641891558371097,0.28926617975660707,0.5986748894160516,0.8113548486249551,0.7042690183535657,0.9796578106105052,0.7032342531020204,0.6503717342829662,0.46479735243561693,0.7473289689779088,0.6646768345899439,0.5107920744023382,0.4948513217839191,0.4117353618954008,0.3061640721980271,0.3268844403356857
human|MAIT_thymus_c4,0.3293650429846477,0.32798270590241874,0.2758790829890933,0.5027314073322401,0.6443478004651451,0.34373830717108383,0.6227862731088463,0.5148693481382597,0.4598171060336746,0.41822574234319193,0.3829425175842176,0.17639927421914697,0.21192756837242227,0.18415184415253097,0.2918451069049457,0.3074766792504916,0.37129992130748435,0.5166707794766108,0.38457399116052043,0.6913354515538201,0.7032342531020204,0.9392841281788783,0.8281118344446405,0.5491015749313515,0.3764124649586196,0.578561462796423,0.7266432953678825,0.6332470962804821,0.42527944734005396,0.4331582753098616,0.4889154969276569
human|MAIT_thymus_c5,0.3270704771522168,0.37851689549055667,0.28603326496882886,0.48637826444310495,0.7047947880305128,0.3686861073669024,0.6072174978620701,0.5144640461100056,0.3571322192506131,0.6195462653992287,0.34134718899354904,0.18144232319481715,0.18352538075788805,0.17656620321408065,0.26785531691963305,0.42073689396364994,0.32318324732536463,0.6661435207744884,0.46260681415467386,0.766919639706209,0.6503717342829662,0.8281118344446405,0.9988272125459181,0.5073019582783517,0.4437504240450505,0.5946053538027987,0.6444450224780072,0.8365799755724166,0.37255739214032496,0.39810717152460323,0.44387067636889566
human|MAIT_thymus_c6,0.6227059991598187,0.28258701537781516,0.20343293011189384,0.30218235625357925,0.14736275231902,0.3705707054957488,0.866427360846846,0.5480057587064406,0.6310358343134065,0.3095663998283591,0.3760381042302897,0.17657472301557586,0.3450480788172161,0.2007853414791656,0.4714891611230039,0.688009763276065,0.8825386409396316,0.36202821290557774,0.28828302686360296,0.3026369408112741,0.46479735243561693,0.5491015749313515,0.5073019582783517,0.8631393951396602,0.27936125549774304,0.33226871016265314,0.6133238142050025,0.6119057400380943,0.7773484721088904,0.8545450410730104,0.8797752757450441
human|iNKT_thymus_c0,0.23588113170810807,0.7786381080798845,0.5416439524751564,0.30928443883320117,0.8694346921169619,0.7471537523306864,0.2071711118826619,0.5969895877763525,0.3586937570993548,0.802979863422867,0.24455763898301774,0.7152245705583689,0.7585955364023443,0.8086791166072262,0.45292868833020195,0.30153781823179115,0.1480665060677562,0.7895621544975127,0.9556273177852447,0.6707572172746707,0.7473289689779088,0.3764124649586196,0.4437504240450505,0.27936125549774304,0.9595160787925161,0.7026547760783106,0.2735881659704954,0.45541514971430436,0.2497035167009411,0.17076908907214583,0.18078156958253977
human|iNKT_thymus_c1,0.16090222976612423,0.593435404759671,0.37775539271425723,0.3272884885090738,0.8093172414344886,0.6342174644313452,0.3704855295652535,0.6145597936473417,0.37268850961536676,0.4656287584661626,0.2646012127892162,0.4355825823442525,0.37385876573528654,0.483578338568075,0.2231934571813752,0.16721557056986291,0.20757918662031893,0.49874214149102913,0.6274989175586404,0.7280936943971132,0.6646768345899439,0.578561462796423,0.5946053538027987,0.33226871016265314,0.7026547760783106,0.9669123353886082,0.7446919120113227,0.8352222431423186,0.41195262231337504,0.37519952269447066,0.30848619543753264
human|iNKT_thymus_c2,0.22482615338401152,0.4316070974048536,0.21410706664341694,0.5075296682075978,0.39556296603822316,0.5503133744193522,0.626728614003515,0.6221231435038375,0.4896557637256803,0.23943868488666564,0.40998636486284307,0.2279669842971987,0.2280151016076114,0.27077876368373777,0.26808433865992864,0.3591870726820847,0.5313726689585978,0.29249561084015996,0.2217605220006994,0.5030339829452908,0.5107920744023382,0.7266432953678825,0.6444450224780072,0.6133238142050025,0.2735881659704954,0.7446919120113227,0.9372000494036276,0.8350845489000226,0.6674121800818779,0.7705711314375634,0.6734523732806853
human|iNKT_thymus_c3,0.22867560335764037,0.33494497519773564,0.20715285525152333,0.40617226001701134,0.5850769779973415,0.4541776358288274,0.6401018037805701,0.6537740004555161,0.3759861812373968,0.3825395725279386,0.22781378418914577,0.23315151575281656,0.20903219004892226,0.2509081389064365,0.19242696133715337,0.4944547553839706,0.46587312299788186,0.4172218497357226,0.3568038358089526,0.6178706141413044,0.4948513217839191,0.6332470962804821,0.8365799755724166,0.6119057400380943,0.45541514971430436,0.8352222431423186,0.8350845489000226,0.9994966087325138,0.545571502031329,0.6857007008798892,0.6327550418630314
human|iNKT_thymus_c4,0.7035818062778232,0.41015681266210147,0.39811612029205906,0.5932203593909662,0.10557247689131292,0.5458586200493836,0.6784984730471905,0.6477460185822606,0.638563994419106,0.14969276137176446,0.530578868035785,0.47324001755499656,0.582972326952099,0.40383596945078293,0.6301313507141646,0.7275662030293253,0.8124799687518274,0.17311569098600701,0.1875112203728645,0.18755895336482015,0.4117353618954008,0.42527944734005396,0.37255739214032496,0.7773484721088904,0.2497035167009411,0.41195262231337504,0.6674121800818779,0.545571502031329,0.9946594143674435,0.9067711519465924,0.8395132149570783
human|iNKT_thymus_c5,0.7040149335379338,0.16354152149728582,0.12244623448263142,0.35294522108407494,0.07399163661717795,0.26686144388993865,0.9400666977708292,0.5570795827564323,0.6837923025500166,0.22182111651096378,0.43616576210507485,0.10043058691075843,0.1717594624580096,0.09744605825833899,0.35069674193390904,0.6250770647389758,0.9005848088589692,0.30061460066165047,0.14834494791022312,0.2450502752425921,0.3061640721980271,0.4331582753098616,0.39810717152460323,0.8545450410730104,0.17076908907214583,0.37519952269447066,0.7705711314375634,0.6857007008798892,0.9067711519465924,0.9958115230970118,0.9310040866531802
human|iNKT_thymus_c6,0.6883047833813478,0.18242469732195302,0.16365064995792328,0.29482955896157126,0.08843867036759145,0.26659140351106736,0.9388349041458,0.5319961222223855,0.6569543563753653,0.24447276473626883,0.4257288478198443,0.11603650228878873,0.22533076509587757,0.11604986501729533,0.41516356385072484,0.6837618428826793,0.9416049874132226,0.3146676525761102,0.18222024864777292,0.2552109473781766,0.3268844403356857,0.4889154969276569,0.44387067636889566,0.8797752757450441,0.18078156958253977,0.30848619543753264,0.6734523732806853,0.6327550418630314,0.8395132149570783,0.9310040866531802,0.9646826267204986
